"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/af-herat/city-center","city center","Herāt","city center, Herāt, Afghanistan","Herat Citadel","herat-citadel","anchor","images/Neighborhood_POIs/af-herat/city-center/herat-citadel.png","places-photo","Hemayat Waziri (Google Maps contributor)","2026-07-17T21:25:35.394014+00:00"
"neighborhoods/af-herat/city-center","city center","Herāt","city center, Herāt, Afghanistan","Great Mosque of Herat","great-mosque-of-herat","culture-architecture","images/Neighborhood_POIs/af-herat/city-center/great-mosque-of-herat.png","places-photo","Matiullah Alokozay (Google Maps contributor)","2026-07-17T21:27:24.065704+00:00"
"neighborhoods/af-herat/city-center","city center","Herāt","city center, Herāt, Afghanistan","Taraqi Park","taraqi-park","outdoors","images/Neighborhood_POIs/af-herat/city-center/taraqi-park.png","places-photo","Janaqa jami (Google Maps contributor)","2026-07-17T21:35:58.826286+00:00"
"neighborhoods/af-herat/city-center","city center","Herāt","city center, Herāt, Afghanistan","Musalla Minarets of Herat","musalla-minarets-of-herat","culture-architecture","images/Neighborhood_POIs/af-herat/city-center/musalla-minarets-of-herat.png","places-photo","OS Ahmadi (Google Maps contributor)","2026-07-17T21:37:33.253440+00:00"
"neighborhoods/ao-calumbo/city-centre","City Centre","Calumbo","City Centre, Calumbo, Angola","Santuário de São José de Calumbo","santuario-de-sao-jose-de-calumbo","anchor","images/Neighborhood_POIs/ao-calumbo/city-centre/santuario-de-sao-jose-de-calumbo.png","places-photo","Ira de Luxo (Google Maps contributor)","2026-07-17T21:51:35.589330+00:00"
"neighborhoods/ao-ondjiva/city-centre","City Centre","Ondjiva","City Centre, Ondjiva, Angola","Catedral de Ondjiva","catedral-de-ondjiva","anchor","images/Neighborhood_POIs/ao-ondjiva/city-centre/catedral-de-ondjiva.png","places-photo","Coisas de Angola (Sabará Adilson) (Google Maps contributor)","2026-07-17T22:02:28.984189+00:00"
"neighborhoods/ao-ondjiva/city-centre","City Centre","Ondjiva","City Centre, Ondjiva, Angola","Catedral de Ondjiva","catedral-de-ondjiva","anchor","images/Neighborhood_POIs/ao-ondjiva/city-centre/catedral-de-ondjiva.png","places-photo","Coisas de Angola (Sabará Adilson) (Google Maps contributor)","2026-07-17T22:06:32.619841+00:00"
"neighborhoods/ao-ondjiva/city-centre","City Centre","Ondjiva","City Centre, Ondjiva, Angola","Praça Central de Ondjiva","praca-central-de-ondjiva","outdoors","images/Neighborhood_POIs/ao-ondjiva/city-centre/praca-central-de-ondjiva.png","places-photo","Huai Lv (Google Maps contributor)","2026-07-17T22:15:14.747109+00:00"
"neighborhoods/ao-ondjiva/city-centre","City Centre","Ondjiva","City Centre, Ondjiva, Angola","Governo Provincial do Cunene","governo-provincial-do-cunene","culture-architecture","images/Neighborhood_POIs/ao-ondjiva/city-centre/governo-provincial-do-cunene.png","places-photo","João Matias Neto (Google Maps contributor)","2026-07-17T22:18:28.446173+00:00"
"neighborhoods/ar-ituzaingo/city-centre","City Centre","Ituzaingó","City Centre, Ituzaingó, Argentina","Plaza San Martín","plaza-san-martin","outdoors","images/Neighborhood_POIs/ar-ituzaingo/city-centre/plaza-san-martin.png","places-photo","Héctor Medina (Google Maps contributor)","2026-07-17T22:45:05.112205+00:00"
"neighborhoods/ar-ituzaingo/city-centre","City Centre","Ituzaingó","City Centre, Ituzaingó, Argentina","Parroquia Nuestra Señora de Loreto","parroquia-nuestra-senora-de-loreto","anchor","images/Neighborhood_POIs/ar-ituzaingo/city-centre/parroquia-nuestra-senora-de-loreto.png","places-photo","Luis Hector Rodríguez Zalazar (Google Maps contributor)","2026-07-17T22:46:33.347667+00:00"
"neighborhoods/ar-ituzaingo/city-centre","City Centre","Ituzaingó","City Centre, Ituzaingó, Argentina","Anfiteatro Salvador Sena","anfiteatro-salvador-sena","culture-architecture","images/Neighborhood_POIs/ar-ituzaingo/city-centre/anfiteatro-salvador-sena.png","places-photo","MTA MARTINA (Google Maps contributor)","2026-07-17T22:48:51.509590+00:00"
"neighborhoods/ar-ituzaingo/city-centre","City Centre","Ituzaingó","City Centre, Ituzaingó, Argentina","Playa Paranaguá","playa-paranagua","outdoors","images/Neighborhood_POIs/ar-ituzaingo/city-centre/playa-paranagua.png","places-photo","Ricardo Semchuk (Google Maps contributor)","2026-07-17T22:54:14.595961+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/barrio-norte","Barrio Norte","San Miguel de Tucumán","Barrio Norte, San Miguel de Tucumán, Argentina","Parque 9 de Julio","parque-9-de-julio","anchor","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/barrio-norte/parque-9-de-julio.png","places-photo","Tomas Solórzano (Google Maps contributor)","2026-07-17T22:57:38.342461+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/barrio-norte","Barrio Norte","San Miguel de Tucumán","Barrio Norte, San Miguel de Tucumán, Argentina","Plaza Urquiza","plaza-urquiza","outdoors","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/barrio-norte/plaza-urquiza.png","places-photo","Manuel Arce (Google Maps contributor)","2026-07-17T23:00:02.743456+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/barrio-norte","Barrio Norte","San Miguel de Tucumán","Barrio Norte, San Miguel de Tucumán, Argentina","Teatro San Martín","teatro-san-martin","culture-architecture","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/barrio-norte/teatro-san-martin.png","places-photo","Teatro San Martín | Tucumán (Google Maps contributor)","2026-07-17T23:02:06.749637+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/barrio-norte","Barrio Norte","San Miguel de Tucumán","Barrio Norte, San Miguel de Tucumán, Argentina","Casa del Obispo Colombres","casa-del-obispo-colombres","culture-architecture","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/barrio-norte/casa-del-obispo-colombres.png","places-photo","Maricel Embeita (Google Maps contributor)","2026-07-17T23:11:47.074050+00:00"
"neighborhoods/au-canberra/new-acton","New Acton","Canberra","New Acton, Canberra, Australia","NewActon precinct","newacton-precinct","anchor","images/Neighborhood_POIs/au-canberra/new-acton/newacton-precinct.png","places-photo","Drew Unsworth (Google Maps contributor)","2026-07-17T23:22:08.893052+00:00"
"neighborhoods/au-canberra/new-acton","New Acton","Canberra","New Acton, Canberra, Australia","Henry Rolland Park","henry-rolland-park","outdoors","images/Neighborhood_POIs/au-canberra/new-acton/henry-rolland-park.png","places-photo","Andy Wana (Google Maps contributor)","2026-07-17T23:24:00.137368+00:00"
"neighborhoods/au-canberra/new-acton","New Acton","Canberra","New Acton, Canberra, Australia","National Film and Sound Archive","national-film-and-sound-archive","culture-architecture","images/Neighborhood_POIs/au-canberra/new-acton/national-film-and-sound-archive.png","places-photo","National Film and Sound Archive of Australia (NFSA) (Google Maps contributor)","2026-07-17T23:31:20.866977+00:00"
"neighborhoods/au-canberra/new-acton","New Acton","Canberra","New Acton, Canberra, Australia","Canberra Centre","canberra-centre","shopping-dining","images/Neighborhood_POIs/au-canberra/new-acton/canberra-centre.png","places-photo","Canberra Centre (Google Maps contributor)","2026-07-17T23:33:50.456548+00:00"
"neighborhoods/az-yevlakh/city-centre","City Centre","Yevlakh","City Centre, Yevlakh, Azerbaijan","Yevlakh Railway Station","yevlakh-railway-station","anchor","images/Neighborhood_POIs/az-yevlakh/city-centre/yevlakh-railway-station.png","places-photo","Müşfiq Cumayev (Google Maps contributor)","2026-07-17T23:38:06.288088+00:00"
"neighborhoods/az-yevlakh/city-centre","City Centre","Yevlakh","City Centre, Yevlakh, Azerbaijan","Yevlakh Mosque","yevlakh-mosque","culture-architecture","images/Neighborhood_POIs/az-yevlakh/city-centre/yevlakh-mosque.png","places-photo","Анвер Джалилов (Google Maps contributor)","2026-07-17T23:45:08.485627+00:00"
"neighborhoods/az-yevlakh/city-centre","City Centre","Yevlakh","City Centre, Yevlakh, Azerbaijan","Heydar Aliyev Park","heydar-aliyev-park","outdoors","images/Neighborhood_POIs/az-yevlakh/city-centre/heydar-aliyev-park.png","text-only","","2026-07-17T23:47:43.747370+00:00"
"neighborhoods/az-yevlakh/city-centre","City Centre","Yevlakh","City Centre, Yevlakh, Azerbaijan","Yevlakh City Executive Power building","yevlakh-city-executive-power-building","culture-architecture","images/Neighborhood_POIs/az-yevlakh/city-centre/yevlakh-city-executive-power-building.png","places-photo","Ramin Qalandarov (Google Maps contributor)","2026-07-17T23:50:18.710022+00:00"
