"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ae-al-ain-city/central-district-al-ain-town","Central District (Al Ain Town)","Al Ain City","Central District (Al Ain Town), Al Ain City, United Arab Emirates","Al Ain Oasis","al-ain-oasis","anchor","images/Neighborhood_POIs/ae-al-ain-city/central-district-al-ain-town/al-ain-oasis.png","places-photo","Hesham (Google Maps contributor)","2026-07-17T21:27:12.909355+00:00"
"neighborhoods/ae-al-ain-city/central-district-al-ain-town","Central District (Al Ain Town)","Al Ain City","Central District (Al Ain Town), Al Ain City, United Arab Emirates","Al Jahili Park","al-jahili-park","outdoors","images/Neighborhood_POIs/ae-al-ain-city/central-district-al-ain-town/al-jahili-park.png","places-photo","Verna (Google Maps contributor)","2026-07-17T21:29:10.151783+00:00"
"neighborhoods/ae-al-ain-city/central-district-al-ain-town","Central District (Al Ain Town)","Al Ain City","Central District (Al Ain Town), Al Ain City, United Arab Emirates","Al Ain Mall","al-ain-mall","shopping-dining","images/Neighborhood_POIs/ae-al-ain-city/central-district-al-ain-town/al-ain-mall.png","text-only","","2026-07-17T21:32:48.589119+00:00"
"neighborhoods/ae-al-ain-city/central-district-al-ain-town","Central District (Al Ain Town)","Al Ain City","Central District (Al Ain Town), Al Ain City, United Arab Emirates","Al Jahili Fort","al-jahili-fort","culture-architecture","images/Neighborhood_POIs/ae-al-ain-city/central-district-al-ain-town/al-jahili-fort.png","places-photo","Rtexal Tan (Google Maps contributor)","2026-07-17T21:34:42.521770+00:00"
"neighborhoods/al-vlore/city-centre","City Centre","Vlorë","City Centre, Vlorë, Albania","Sheshi i Flamurit (Flag Square)","sheshi-i-flamurit-flag-square","anchor","images/Neighborhood_POIs/al-vlore/city-centre/sheshi-i-flamurit-flag-square.png","places-photo","Josh Walton (Google Maps contributor)","2026-07-17T21:37:30.460643+00:00"
"neighborhoods/al-vlore/city-centre","City Centre","Vlorë","City Centre, Vlorë, Albania","Plazhi i Ri Beach and Lungomare Promenade","plazhi-i-ri-beach-and-lungomare-promenade","outdoors","images/Neighborhood_POIs/al-vlore/city-centre/plazhi-i-ri-beach-and-lungomare-promenade.png","places-photo","Mahir Sahinovic (Google Maps contributor)","2026-07-17T21:40:25.639864+00:00"
"neighborhoods/al-vlore/city-centre","City Centre","Vlorë","City Centre, Vlorë, Albania","Vlora Old Town pedestrian street (Rruga Justin Godart)","vlora-old-town-pedestrian-street-rruga-justin-godart","shopping-dining","images/Neighborhood_POIs/al-vlore/city-centre/vlora-old-town-pedestrian-street-rruga-justin-godart.png","places-photo","Allan Clausen-Beck (Google Maps contributor)","2026-07-17T21:44:48.378150+00:00"
"neighborhoods/al-vlore/city-centre","City Centre","Vlorë","City Centre, Vlorë, Albania","Muradie Mosque","muradie-mosque","culture-architecture","images/Neighborhood_POIs/al-vlore/city-centre/muradie-mosque.png","places-photo","Михаил Воденичарски (Google Maps contributor)","2026-07-17T21:49:57.542215+00:00"
"neighborhoods/ao-luanda/ilha-do-cabo","Ilha do Cabo","Luanda","Ilha do Cabo, Luanda, Angola","Igreja da Nossa Senhora do Cabo","igreja-da-nossa-senhora-do-cabo","culture-architecture","images/Neighborhood_POIs/ao-luanda/ilha-do-cabo/igreja-da-nossa-senhora-do-cabo.png","places-photo","Luigi De Liberali (Google Maps contributor)","2026-07-17T22:01:17.410940+00:00"
"neighborhoods/ao-luanda/ilha-do-cabo","Ilha do Cabo","Luanda","Ilha do Cabo, Luanda, Angola","Avenida Murtala Mohammed beachfront","avenida-murtala-mohammed-beachfront","anchor","images/Neighborhood_POIs/ao-luanda/ilha-do-cabo/avenida-murtala-mohammed-beachfront.png","places-photo","Joao Domingos (Google Maps contributor)","2026-07-17T22:03:43.410281+00:00"
"neighborhoods/ao-luanda/ilha-do-cabo","Ilha do Cabo","Luanda","Ilha do Cabo, Luanda, Angola","Ilha do Cabo Beach","ilha-do-cabo-beach","outdoors","images/Neighborhood_POIs/ao-luanda/ilha-do-cabo/ilha-do-cabo-beach.png","places-photo","Damiao Armando Damiao (Google Maps contributor)","2026-07-17T22:06:29.987030+00:00"
"neighborhoods/ao-luanda/ilha-do-cabo","Ilha do Cabo","Luanda","Ilha do Cabo, Luanda, Angola","Miami Beach Club beachfront terrace","miami-beach-club-beachfront-terrace","shopping-dining","images/Neighborhood_POIs/ao-luanda/ilha-do-cabo/miami-beach-club-beachfront-terrace.png","places-photo","Délcio Costa (Google Maps contributor)","2026-07-17T22:21:40.117852+00:00"
"neighborhoods/ar-catamarca/city-centre","City Centre","Catamarca","City Centre, Catamarca, Argentina","Plaza 25 de Mayo and Catamarca Cathedral","plaza-25-de-mayo-and-catamarca-cathedral","anchor","images/Neighborhood_POIs/ar-catamarca/city-centre/plaza-25-de-mayo-and-catamarca-cathedral.png","places-photo","Karina Lafuente (Google Maps contributor)","2026-07-17T22:29:40.728012+00:00"
"neighborhoods/ar-catamarca/city-centre","City Centre","Catamarca","City Centre, Catamarca, Argentina","Parque Adan Quiroga lake","parque-adan-quiroga-lake","outdoors","images/Neighborhood_POIs/ar-catamarca/city-centre/parque-adan-quiroga-lake.png","places-photo","Lorena Cerdan (Google Maps contributor)","2026-07-17T22:31:15.752080+00:00"
"neighborhoods/ar-catamarca/city-centre","City Centre","Catamarca","City Centre, Catamarca, Argentina","Peatonal Rivadavia pedestrian shopping street","peatonal-rivadavia-pedestrian-shopping-street","shopping-dining","images/Neighborhood_POIs/ar-catamarca/city-centre/peatonal-rivadavia-pedestrian-shopping-street.png","text-only","","2026-07-17T22:37:15.837584+00:00"
"neighborhoods/ar-catamarca/city-centre","City Centre","Catamarca","City Centre, Catamarca, Argentina","Iglesia y Convento de San Francisco","iglesia-y-convento-de-san-francisco","culture-architecture","images/Neighborhood_POIs/ar-catamarca/city-centre/iglesia-y-convento-de-san-francisco.png","places-photo","Czar Britos (Google Maps contributor)","2026-07-17T22:38:54.962184+00:00"
"neighborhoods/ar-posadas/costanera","Costanera","Posadas","Costanera, Posadas, Argentina","Costanera de Posadas riverfront promenade","costanera-de-posadas-riverfront-promenade","anchor","images/Neighborhood_POIs/ar-posadas/costanera/costanera-de-posadas-riverfront-promenade.png","text-only","","2026-07-17T22:44:12.080534+00:00"
