"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ae-abu-dhabi/corniche","Corniche","Abu Dhabi","Corniche, Abu Dhabi, United Arab Emirates","Corniche Beach","corniche-beach","anchor","images/Neighborhood_POIs/ae-abu-dhabi/corniche/corniche-beach.png","AWCwydhYbPAFW5u1Kwz7RYDyaVVCmMkS6-Hr3ZpXeAdWuh7sVz(truncated)","Baris Taptik (Google Maps contributor)","2026-07-17T21:09:55.583822+00:00"
"neighborhoods/ae-abu-dhabi/corniche","Corniche","Abu Dhabi","Corniche, Abu Dhabi, United Arab Emirates","Lake Park","lake-park","outdoors","images/Neighborhood_POIs/ae-abu-dhabi/corniche/lake-park.png","places-photo","Alexander Kornienko (Google Maps contributor)","2026-07-17T21:18:12.697139+00:00"
"neighborhoods/ae-abu-dhabi/corniche","Corniche","Abu Dhabi","Corniche, Abu Dhabi, United Arab Emirates","Qasr Al Hosn","qasr-al-hosn","culture-architecture","images/Neighborhood_POIs/ae-abu-dhabi/corniche/qasr-al-hosn.png","places-photo","Brigitte Georgoudis-Maurer (Google Maps contributor)","2026-07-17T21:18:14.121918+00:00"
"neighborhoods/ae-abu-dhabi/corniche","Corniche","Abu Dhabi","Corniche, Abu Dhabi, United Arab Emirates","World Trade Center Souk","world-trade-center-souk","shopping-dining","images/Neighborhood_POIs/ae-abu-dhabi/corniche/world-trade-center-souk.png","text-only","","2026-07-17T21:18:15.658125+00:00"
"neighborhoods/af-mazar-e-sharif/city-centre","City Centre","Mazār-e Sharīf","City Centre, Mazār-e Sharīf, Afghanistan","Shrine of Hazrat Ali (Blue Mosque)","shrine-of-hazrat-ali-blue-mosque","anchor","images/Neighborhood_POIs/af-mazar-e-sharif/city-centre/shrine-of-hazrat-ali-blue-mosque.png","places-photo","Shamsullah Khanzai (Google Maps contributor)","2026-07-17T21:25:36.529493+00:00"
"neighborhoods/af-mazar-e-sharif/city-centre","City Centre","Mazār-e Sharīf","City Centre, Mazār-e Sharīf, Afghanistan","Rawza-e Mubarak Museum","rawza-e-mubarak-museum","culture-architecture","images/Neighborhood_POIs/af-mazar-e-sharif/city-centre/rawza-e-mubarak-museum.png","places-photo","OS Ahmadi (Google Maps contributor)","2026-07-17T21:30:33.681037+00:00"
"neighborhoods/af-mazar-e-sharif/city-centre","City Centre","Mazār-e Sharīf","City Centre, Mazār-e Sharīf, Afghanistan","Rawza-e Sharif Gardens","rawza-e-sharif-gardens","outdoors","images/Neighborhood_POIs/af-mazar-e-sharif/city-centre/rawza-e-sharif-gardens.png","places-photo","OS Ahmadi (Google Maps contributor)","2026-07-17T21:38:13.889159+00:00"
"neighborhoods/ao-huambo/city-center","city center","Huambo","city center, Huambo, Angola","Sé Catedral de Nossa Senhora da Conceição","se-catedral-de-nossa-senhora-da-conceicao","culture-architecture","images/Neighborhood_POIs/ao-huambo/city-center/se-catedral-de-nossa-senhora-da-conceicao.png","places-photo","Eugénio Frederico Bundi Sapato (Google Maps contributor)","2026-07-17T21:48:25.747460+00:00"
"neighborhoods/ao-huambo/city-center","city center","Huambo","city center, Huambo, Angola","Jardim da Cultura","jardim-da-cultura","outdoors","images/Neighborhood_POIs/ao-huambo/city-center/jardim-da-cultura.png","places-photo","Alibaba (Google Maps contributor)","2026-07-17T21:50:39.236753+00:00"
"neighborhoods/ao-huambo/city-center","city center","Huambo","city center, Huambo, Angola","Praça Agostinho Neto","praca-agostinho-neto","anchor","images/Neighborhood_POIs/ao-huambo/city-center/praca-agostinho-neto.png","places-photo","Leonel Gil (Google Maps contributor)","2026-07-17T21:52:49.612876+00:00"
"neighborhoods/ao-huambo/city-center","city center","Huambo","city center, Huambo, Angola","Mercado Central de Huambo","mercado-central-de-huambo","shopping-dining","images/Neighborhood_POIs/ao-huambo/city-center/mercado-central-de-huambo.png","text-only","","2026-07-17T22:01:13.305285+00:00"
"neighborhoods/ao-uige/city-center","City Center","Uíge","City Center, Uíge, Angola","Largo do Governo Provincial","largo-do-governo-provincial","anchor","images/Neighborhood_POIs/ao-uige/city-center/largo-do-governo-provincial.png","places-photo","Alibaba (Google Maps contributor)","2026-07-17T22:25:04.499026+00:00"
