"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/af-kabul/shahr-e-naw","Shahr-e Naw","Kabul","Shahr-e Naw, Kabul, Afghanistan","Shahr-e Naw Park","shahr-e-naw-park","anchor","images/Neighborhood_POIs/af-kabul/shahr-e-naw/shahr-e-naw-park.png","places-photo","Farid Ahmadi (Google Maps contributor)","2026-07-17T21:25:55.591714+00:00"
"neighborhoods/af-kabul/shahr-e-naw","Shahr-e Naw","Kabul","Shahr-e Naw, Kabul, Afghanistan","Gulbahar Center","gulbahar-center","shopping-dining","images/Neighborhood_POIs/af-kabul/shahr-e-naw/gulbahar-center.png","places-photo","Gulbahar Business Center (Google Maps contributor)","2026-07-17T21:39:59.683140+00:00"
"neighborhoods/af-kabul/shahr-e-naw","Shahr-e Naw","Kabul","Shahr-e Naw, Kabul, Afghanistan","Wazir Akbar Khan Hill","wazir-akbar-khan-hill","outdoors","images/Neighborhood_POIs/af-kabul/shahr-e-naw/wazir-akbar-khan-hill.png","places-photo","Sameer Ahmad Mujaddedi (Google Maps contributor)","2026-07-17T21:43:54.104941+00:00"
"neighborhoods/af-kabul/shahr-e-naw","Shahr-e Naw","Kabul","Shahr-e Naw, Kabul, Afghanistan","Abdul Rahman Mosque","abdul-rahman-mosque","culture-architecture","images/Neighborhood_POIs/af-kabul/shahr-e-naw/abdul-rahman-mosque.png","places-photo","Saeed Noory (Google Maps contributor)","2026-07-17T21:45:43.722693+00:00"
"neighborhoods/ao-chitato/city-centre","City Centre","Chitato","City Centre, Chitato, Angola","Museu do Dundo","museu-do-dundo","culture-architecture","images/Neighborhood_POIs/ao-chitato/city-centre/museu-do-dundo.png","places-photo","Carmen Mariza (Google Maps contributor)","2026-07-17T21:55:16.533129+00:00"
"neighborhoods/ao-chitato/city-centre","City Centre","Chitato","City Centre, Chitato, Angola","Igreja Católica do Dundo","igreja-catolica-do-dundo","anchor","images/Neighborhood_POIs/ao-chitato/city-centre/igreja-catolica-do-dundo.png","places-photo","Muino Taquidir (Google Maps contributor)","2026-07-17T22:01:33.135957+00:00"
"neighborhoods/ao-chitato/city-centre","City Centre","Chitato","City Centre, Chitato, Angola","Rio Luachimo riverside","rio-luachimo-riverside","outdoors","images/Neighborhood_POIs/ao-chitato/city-centre/rio-luachimo-riverside.png","places-photo","流云 (Google Maps contributor)","2026-07-17T22:06:09.220039+00:00"
"neighborhoods/ao-chitato/city-centre","City Centre","Chitato","City Centre, Chitato, Angola","Centralidade do Dundo","centralidade-do-dundo","shopping-dining","images/Neighborhood_POIs/ao-chitato/city-centre/centralidade-do-dundo.png","places-photo","Felizardo Mulambeno (Google Maps contributor)","2026-07-17T22:06:10.609280+00:00"
"neighborhoods/ao-ramiros/city-centre","City Centre","Ramiros","City Centre, Ramiros, Angola","Praia dos Ramiros","praia-dos-ramiros","anchor","images/Neighborhood_POIs/ao-ramiros/city-centre/praia-dos-ramiros.png","places-photo","Fernando Arnout (Google Maps contributor)","2026-07-17T22:16:31.875398+00:00"
"neighborhoods/ao-ramiros/city-centre","City Centre","Ramiros","City Centre, Ramiros, Angola","Baía do Mussulo shoreline","baia-do-mussulo-shoreline","outdoors","images/Neighborhood_POIs/ao-ramiros/city-centre/baia-do-mussulo-shoreline.png","places-photo","Fernando Arnout (Google Maps contributor)","2026-07-17T22:21:43.470187+00:00"
"neighborhoods/ao-ramiros/city-centre","City Centre","Ramiros","City Centre, Ramiros, Angola","Mercado do Artesanato","mercado-do-artesanato","shopping-dining","images/Neighborhood_POIs/ao-ramiros/city-centre/mercado-do-artesanato.png","places-photo","Melkis Liriano (Google Maps contributor)","2026-07-17T22:25:52.704792+00:00"
"neighborhoods/ar-la-rioja/city-centre","City Centre","La Rioja","City Centre, La Rioja, Argentina","Catedral San Nicolás de Bari","catedral-san-nicolas-de-bari","culture-architecture","images/Neighborhood_POIs/ar-la-rioja/city-centre/catedral-san-nicolas-de-bari.png","places-photo","Czar Britos (Google Maps contributor)","2026-07-17T22:36:58.664769+00:00"
"neighborhoods/ar-la-rioja/city-centre","City Centre","La Rioja","City Centre, La Rioja, Argentina","Plaza 9 de Julio","plaza-9-de-julio","outdoors","images/Neighborhood_POIs/ar-la-rioja/city-centre/plaza-9-de-julio.png","places-photo","Alvaro Rabellini (Google Maps contributor)","2026-07-17T22:39:39.821265+00:00"
"neighborhoods/ar-la-rioja/city-centre","City Centre","La Rioja","City Centre, La Rioja, Argentina","Plaza 25 de Mayo","plaza-25-de-mayo","anchor","images/Neighborhood_POIs/ar-la-rioja/city-centre/plaza-25-de-mayo.png","places-photo","Roxana Di Bello (Google Maps contributor)","2026-07-17T22:49:38.529990+00:00"
"neighborhoods/ar-la-rioja/city-centre","City Centre","La Rioja","City Centre, La Rioja, Argentina","Mercado Artesanal La Rioja","mercado-artesanal-la-rioja","shopping-dining","images/Neighborhood_POIs/ar-la-rioja/city-centre/mercado-artesanal-la-rioja.png","places-photo","Milagros Agüero (Google Maps contributor)","2026-07-17T22:52:54.395673+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/yerba-buena","Yerba Buena","San Miguel de Tucumán","Yerba Buena, San Miguel de Tucumán, Argentina","Parque Percy Hill","parque-percy-hill","outdoors","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/yerba-buena/parque-percy-hill.png","places-photo","Jardín Botánico Percy Hill (Google Maps contributor)","2026-07-17T23:04:13.845853+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/yerba-buena","Yerba Buena","San Miguel de Tucumán","Yerba Buena, San Miguel de Tucumán, Argentina","Parroquia Nuestra Señora de la Caridad","parroquia-nuestra-senora-de-la-caridad","culture-architecture","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/yerba-buena/parroquia-nuestra-senora-de-la-caridad.png","places-photo","José Lazarte (Google Maps contributor)","2026-07-17T23:05:40.574413+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/yerba-buena","Yerba Buena","San Miguel de Tucumán","Yerba Buena, San Miguel de Tucumán, Argentina","Plaza Nougués","plaza-nougues","anchor","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/yerba-buena/plaza-nougues.png","places-photo","Milton Martinazzo (Google Maps contributor)","2026-07-17T23:18:10.419241+00:00"
"neighborhoods/ar-san-miguel-de-tucuman/yerba-buena","Yerba Buena","San Miguel de Tucumán","Yerba Buena, San Miguel de Tucumán, Argentina","Solar del Cerro Shopping","solar-del-cerro-shopping","shopping-dining","images/Neighborhood_POIs/ar-san-miguel-de-tucuman/yerba-buena/solar-del-cerro-shopping.png","places-photo","Solar del Cerro Shopping (Google Maps contributor)","2026-07-17T23:23:46.956466+00:00"
"neighborhoods/au-geelong/central-geelong","Central Geelong","Geelong","Central Geelong, Geelong, Australia","Geelong Waterfront Carousel","geelong-waterfront-carousel","anchor","images/Neighborhood_POIs/au-geelong/central-geelong/geelong-waterfront-carousel.png","places-photo","Amir Mahdavi (Google Maps contributor)","2026-07-17T23:33:18.233660+00:00"
"neighborhoods/au-geelong/central-geelong","Central Geelong","Geelong","Central Geelong, Geelong, Australia","Eastern Beach Reserve","eastern-beach-reserve","outdoors","images/Neighborhood_POIs/au-geelong/central-geelong/eastern-beach-reserve.png","places-photo","Matthew Croft (Google Maps contributor)","2026-07-17T23:35:11.833943+00:00"
"neighborhoods/au-geelong/central-geelong","Central Geelong","Geelong","Central Geelong, Geelong, Australia","Westfield Geelong","westfield-geelong","shopping-dining","images/Neighborhood_POIs/au-geelong/central-geelong/westfield-geelong.png","places-photo","Westfield Geelong (Google Maps contributor)","2026-07-17T23:37:37.571703+00:00"
"neighborhoods/au-geelong/central-geelong","Central Geelong","Geelong","Central Geelong, Geelong, Australia","Geelong Library and Heritage Centre","geelong-library-and-heritage-centre","culture-architecture","images/Neighborhood_POIs/au-geelong/central-geelong/geelong-library-and-heritage-centre.png","places-photo","garnet Kur (Google Maps contributor)","2026-07-17T23:46:58.672135+00:00"
"neighborhoods/ba-mostar/stari-grad","Stari Grad","Mostar","Stari Grad, Mostar, Bosnia and Herzegovina","Stari Most (Old Bridge)","stari-most-old-bridge","anchor","images/Neighborhood_POIs/ba-mostar/stari-grad/stari-most-old-bridge.png","places-photo","Chad Quesenberry (Google Maps contributor)","2026-07-17T23:49:14.695074+00:00"
"neighborhoods/ba-mostar/stari-grad","Stari Grad","Mostar","Stari Grad, Mostar, Bosnia and Herzegovina","Kujundžiluk Old Bazaar","kujundziluk-old-bazaar","shopping-dining","images/Neighborhood_POIs/ba-mostar/stari-grad/kujundziluk-old-bazaar.png","places-photo","Jasmir Ceman (Google Maps contributor)","2026-07-17T23:58:28.129987+00:00"
"neighborhoods/ba-mostar/stari-grad","Stari Grad","Mostar","Stari Grad, Mostar, Bosnia and Herzegovina","Koski Mehmed Pasha Mosque","koski-mehmed-pasha-mosque","culture-architecture","images/Neighborhood_POIs/ba-mostar/stari-grad/koski-mehmed-pasha-mosque.png","places-photo","Simferia (Google Maps contributor)","2026-07-18T00:01:42.879373+00:00"
