"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ae-ajman-city/ajman-corniche","Ajman Corniche","Ajman City","Ajman Corniche, Ajman City, United Arab Emirates","Ajman Corniche","ajman-corniche","anchor","images/Neighborhood_POIs/ae-ajman-city/ajman-corniche/ajman-corniche.png","places-photo","Jaouad Ouaich (Google Maps contributor)","2026-07-17T21:25:50.142741+00:00"
"neighborhoods/ae-ajman-city/ajman-corniche","Ajman Corniche","Ajman City","Ajman Corniche, Ajman City, United Arab Emirates","Al Safia Park","al-safia-park","outdoors","images/Neighborhood_POIs/ae-ajman-city/ajman-corniche/al-safia-park.png","places-photo","NTS (Google Maps contributor)","2026-07-17T21:33:30.781950+00:00"
"neighborhoods/ae-ajman-city/ajman-corniche","Ajman Corniche","Ajman City","Ajman Corniche, Ajman City, United Arab Emirates","AlMurabbaa Watchtower","almurabbaa-watchtower","culture-architecture","images/Neighborhood_POIs/ae-ajman-city/ajman-corniche/almurabbaa-watchtower.png","places-photo","Waza28 (Google Maps contributor)","2026-07-17T21:43:58.591840+00:00"
"neighborhoods/ae-ajman-city/ajman-corniche","Ajman Corniche","Ajman City","Ajman Corniche, Ajman City, United Arab Emirates","Souk Saleh","souk-saleh","shopping-dining","images/Neighborhood_POIs/ae-ajman-city/ajman-corniche/souk-saleh.png","places-photo","هادي الكعبيـ (Google Maps contributor)","2026-07-17T21:46:43.010381+00:00"
"neighborhoods/al-durres/durres-old-town","Durrës Old Town","Durrës","Durrës Old Town, Durrës, Albania","Durrës Amphitheatre","durres-amphitheatre","anchor","images/Neighborhood_POIs/al-durres/durres-old-town/durres-amphitheatre.png","places-photo","Mario (Google Maps contributor)","2026-07-17T21:54:00.507607+00:00"
"neighborhoods/al-durres/durres-old-town","Durrës Old Town","Durrës","Durrës Old Town, Durrës, Albania","Vollga Promenade","vollga-promenade","outdoors","images/Neighborhood_POIs/al-durres/durres-old-town/vollga-promenade.png","places-photo","Mister No (Google Maps contributor)","2026-07-17T22:00:43.374122+00:00"
"neighborhoods/al-durres/durres-old-town","Durrës Old Town","Durrës","Durrës Old Town, Durrës, Albania","Bulevardi Epidamn","bulevardi-epidamn","shopping-dining","images/Neighborhood_POIs/al-durres/durres-old-town/bulevardi-epidamn.png","places-photo","Oltion Kola (Google Maps contributor)","2026-07-17T22:18:42.246286+00:00"
"neighborhoods/al-durres/durres-old-town","Durrës Old Town","Durrës","Durrës Old Town, Durrës, Albania","Venetian Tower of Durrës","venetian-tower-of-durres","culture-architecture","images/Neighborhood_POIs/al-durres/durres-old-town/venetian-tower-of-durres.png","places-photo","Manuel Sarmiento Cruz (Google Maps contributor)","2026-07-17T22:23:09.217679+00:00"
"neighborhoods/ao-lobito/city-center","City Center","Lobito","City Center, Lobito, Angola","Monumento do Barco, Largo 28 de Agosto","monumento-do-barco-largo-28-de-agosto","anchor","images/Neighborhood_POIs/ao-lobito/city-center/monumento-do-barco-largo-28-de-agosto.png","places-photo","Paulo M (Google Maps contributor)","2026-07-17T22:44:32.658108+00:00"
"neighborhoods/ao-lobito/city-center","City Center","Lobito","City Center, Lobito, Angola","Praia da Restinga","praia-da-restinga","outdoors","images/Neighborhood_POIs/ao-lobito/city-center/praia-da-restinga.png","places-photo","Marlon Diddy (Google Maps contributor)","2026-07-17T22:46:42.155865+00:00"
