"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/af-jalalabad/city-centre","City Centre","Jalālābād","City Centre, Jalālābād, Afghanistan","Mausoleum of King Amanullah Khan","mausoleum-of-king-amanullah-khan","anchor","images/Neighborhood_POIs/af-jalalabad/city-centre/mausoleum-of-king-amanullah-khan.png","text-only","","2026-07-17T21:31:13.494703+00:00"
"neighborhoods/af-jalalabad/city-centre","City Centre","Jalālābād","City Centre, Jalālābād, Afghanistan","Sherzai Stadium & Park","sherzai-stadium-park","outdoors","images/Neighborhood_POIs/af-jalalabad/city-centre/sherzai-stadium-park.png","places-photo","Hazrat Ali (Google Maps contributor)","2026-07-17T21:38:44.961784+00:00"
"neighborhoods/af-jalalabad/city-centre","City Centre","Jalālābād","City Centre, Jalālābād, Afghanistan","Jalalabad Fruit Market","jalalabad-fruit-market","shopping-dining","images/Neighborhood_POIs/af-jalalabad/city-centre/jalalabad-fruit-market.png","text-only","","2026-07-17T21:43:46.055947+00:00"
"neighborhoods/af-jalalabad/city-centre","City Centre","Jalālābād","City Centre, Jalālābād, Afghanistan","Eidgah Mosque","eidgah-mosque","culture-architecture","images/Neighborhood_POIs/af-jalalabad/city-centre/eidgah-mosque.png","text-only","","2026-07-17T21:49:33.855895+00:00"
"neighborhoods/ao-catchiungo/city-centre","City Centre","Catchiungo","City Centre, Catchiungo, Angola","Catchiungo city centre","catchiungo-city-centre","anchor","images/Neighborhood_POIs/ao-catchiungo/city-centre/catchiungo-city-centre.png","text-only","","2026-07-17T22:05:00.859171+00:00"
"neighborhoods/ao-panguila/city-centre","City Centre","Panguíla","City Centre, Panguíla, Angola","Ponte do Panguila","ponte-do-panguila","anchor","images/Neighborhood_POIs/ao-panguila/city-centre/ponte-do-panguila.png","places-photo","Jose M Lima da Silva (Google Maps contributor)","2026-07-17T22:12:06.913133+00:00"
"neighborhoods/ao-panguila/city-centre","City Centre","Panguíla","City Centre, Panguíla, Angola","Rio Bengo riverside viewpoint","rio-bengo-riverside-viewpoint","outdoors","images/Neighborhood_POIs/ao-panguila/city-centre/rio-bengo-riverside-viewpoint.png","places-photo","Jose M Lima da Silva (Google Maps contributor)","2026-07-17T22:13:39.781622+00:00"
"neighborhoods/ao-panguila/city-centre","City Centre","Panguíla","City Centre, Panguíla, Angola","Memorial da Batalha do Kifangondo","memorial-da-batalha-do-kifangondo","culture-architecture","images/Neighborhood_POIs/ao-panguila/city-centre/memorial-da-batalha-do-kifangondo.png","places-photo","panzo inacio (Google Maps contributor)","2026-07-17T22:15:18.275822+00:00"
"neighborhoods/ao-panguila/city-centre","City Centre","Panguíla","City Centre, Panguíla, Angola","Praia do Sarico","praia-do-sarico","outdoors","images/Neighborhood_POIs/ao-panguila/city-centre/praia-do-sarico.png","places-photo","Jose M Lima da Silva (Google Maps contributor)","2026-07-17T22:30:18.027972+00:00"
"neighborhoods/ar-la-plata/city-centre","City Centre","La Plata","City Centre, La Plata, Argentina","Palacio Municipal de La Plata","palacio-municipal-de-la-plata","anchor","images/Neighborhood_POIs/ar-la-plata/city-centre/palacio-municipal-de-la-plata.png","places-photo","Alexandre Henry","2026-07-17T22:39:23.196821+00:00"
"neighborhoods/ar-la-plata/city-centre","City Centre","La Plata","City Centre, La Plata, Argentina","Paseo del Bosque","paseo-del-bosque","outdoors","images/Neighborhood_POIs/ar-la-plata/city-centre/paseo-del-bosque.png","places-photo","Alejandra Comini","2026-07-17T22:40:45.901787+00:00"
"neighborhoods/ar-la-plata/city-centre","City Centre","La Plata","City Centre, La Plata, Argentina","Catedral de La Plata","catedral-de-la-plata","culture-architecture","images/Neighborhood_POIs/ar-la-plata/city-centre/catedral-de-la-plata.png","places-photo","Nelson Niz","2026-07-17T22:42:18.154159+00:00"
"neighborhoods/ar-la-plata/city-centre","City Centre","La Plata","City Centre, La Plata, Argentina","Meridiano V district","meridiano-v-district","shopping-dining","images/Neighborhood_POIs/ar-la-plata/city-centre/meridiano-v-district.png","places-photo","Marco Castillo","2026-07-17T22:43:53.297346+00:00"
