"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ao-benguela/city-center","City Center","Benguela","City Center, Benguela, Angola","Igreja de Nossa Senhora do Pópulo","igreja-de-nossa-senhora-do-populo","culture-architecture","images/Neighborhood_POIs/ao-benguela/city-center/igreja-de-nossa-senhora-do-populo.png","places-photo","Remo Gisler (Google Maps contributor)","2026-07-17T21:27:05.657580+00:00"
"neighborhoods/ao-benguela/city-center","City Center","Benguela","City Center, Benguela, Angola","Catedral de Nossa Senhora de Fátima","catedral-de-nossa-senhora-de-fatima","anchor","images/Neighborhood_POIs/ao-benguela/city-center/catedral-de-nossa-senhora-de-fatima.png","places-photo","Maria Campos (Google Maps contributor)","2026-07-17T21:28:53.406212+00:00"
"neighborhoods/ao-benguela/city-center","City Center","Benguela","City Center, Benguela, Angola","Praia Morena","praia-morena","outdoors","images/Neighborhood_POIs/ao-benguela/city-center/praia-morena.png","places-photo","Estevão de Carvalho (Nelo Carvalho) (Google Maps contributor)","2026-07-17T21:31:51.040032+00:00"
"neighborhoods/ao-benguela/city-center","City Center","Benguela","City Center, Benguela, Angola","Mercado Municipal de Benguela","mercado-municipal-de-benguela","shopping-dining","images/Neighborhood_POIs/ao-benguela/city-center/mercado-municipal-de-benguela.png","text-only","","2026-07-17T21:35:13.429664+00:00"
"neighborhoods/ao-mbanza-kongo/city-centre","City Centre","Mbanza Kongo","City Centre, Mbanza Kongo, Angola","Ruínas de Kulumbimbi","ruinas-de-kulumbimbi","anchor","images/Neighborhood_POIs/ao-mbanza-kongo/city-centre/ruinas-de-kulumbimbi.png","places-photo","J. A. (Google Maps contributor)","2026-07-17T21:37:37.009485+00:00"
"neighborhoods/ao-mbanza-kongo/city-centre","City Centre","Mbanza Kongo","City Centre, Mbanza Kongo, Angola","Museu dos Reis do Kongo","museu-dos-reis-do-kongo","culture-architecture","images/Neighborhood_POIs/ao-mbanza-kongo/city-centre/museu-dos-reis-do-kongo.png","text-only","","2026-07-17T21:47:33.931790+00:00"
"neighborhoods/ao-mbanza-kongo/city-centre","City Centre","Mbanza Kongo","City Centre, Mbanza Kongo, Angola","Antigo Mercado Municipal","antigo-mercado-municipal","shopping-dining","images/Neighborhood_POIs/ao-mbanza-kongo/city-centre/antigo-mercado-municipal.png","text-only","","2026-07-17T21:52:46.197953+00:00"
"neighborhoods/ao-mbanza-kongo/city-centre","City Centre","Mbanza Kongo","City Centre, Mbanza Kongo, Angola","Árvore sagrada Yala Nkuwu","arvore-sagrada-yala-nkuwu","outdoors","images/Neighborhood_POIs/ao-mbanza-kongo/city-centre/arvore-sagrada-yala-nkuwu.png","text-only","","2026-07-17T21:52:47.574355+00:00"
"neighborhoods/ar-corrientes/centro","Centro","Corrientes","Centro, Corrientes, Argentina","Plaza 25 de Mayo","plaza-25-de-mayo","anchor","images/Neighborhood_POIs/ar-corrientes/centro/plaza-25-de-mayo.png","places-photo","Pablo Nardelli (Google Maps contributor)","2026-07-17T21:58:45.289121+00:00"
"neighborhoods/ar-corrientes/centro","Centro","Corrientes","Centro, Corrientes, Argentina","Costanera General San Martín","costanera-general-san-martin","outdoors","images/Neighborhood_POIs/ar-corrientes/centro/costanera-general-san-martin.png","places-photo","Facundo Farizano (Google Maps contributor)","2026-07-17T21:59:52.177551+00:00"
